4.014783967210037996e-02,2.738839644393368036e-02,1.860743654288488369e-01,3.980367256838631129e-01,3.075043179415934413e-01,1.479092020496247661e-01,3.160180850969844801e-01,1.343314967751938760e-01,7.441857541306899117e-03,1.938874115709435797e-01
-4.718999518729156961e-02,-4.857721264135954342e-02,-4.914202306941448800e-02,1.273677539432691297e-01,1.148412071984477034e-01,3.073579091337862515e-02,2.044249697499441604e-02,8.990102630327906352e-02,1.098230618422385424e-01,1.070194832722938388e-01
-4.225653962931373575e-02,-3.228884926892106738e-02,3.843118746156842791e-01,8.293611588866686146e-01,7.974637796475015916e-01,6.322071040685555143e-01,3.779206539243144536e-01,2.764308158658158598e-01,2.592728429600651419e-01,2.411858573648453519e-01
-1.373345025691381262e-02,-2.115011509022520636e-02,8.372287037289655176e-02,3.801732806379934937e-01,2.122251378052853743e-01,5.834775282786898443e-02,5.506924759483402404e-02,1.945666665075308083e-02,-4.611153209565463720e-03,-9.395107850292089974e-03
4.616846448517804569e-01,3.521572437693140656e-01,5.790879977404863599e-01,6.222407400757927753e-01,2.935890436354538502e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.839675457340043299e-03,-7.705043678574789723e-02,3.220075234311196022e-01,5.390747700684324073e-01,1.939508962629415412e-01,1.048209059655874215e-01,1.390436193084088889e-01,1.753182025968214874e-01,7.219293900721016066e-02,-2.163752757383381395e-02
2.873019274941321366e-02,1.564316397734725195e-01,2.504402067339768778e-01,2.526326128329132170e-01,1.568463228733877335e-01,8.244763555896648943e-02,5.194978747617230719e-02,-2.112573704149751496e-03,3.601468356941991966e-02,-2.978000214143853436e-02
3.043614528325479518e-01,5.411698127569941619e-02,3.750127328640279756e-01,6.939252507001206771e-01,5.250957418625137318e-01,2.735852018599528868e-01,2.581635862010213112e-01,2.086774657730091354e-01,1.044273422433239784e-01,-3.816319306543196344e-02
-6.805842291637906848e-03,-3.275354366353589591e-02,-1.626003918480111235e-02,2.573561106116764585e-01,1.547239998157067531e-01,3.690728475054272373e-02,5.119791080346471936e-03,5.779196871903868882e-02,4.392128541313520401e-02,4.601445437350545897e-02
5.610243015512041131e-02,-6.378756305973446415e-03,1.395979823270943887e-01,2.960567098875231395e-01,2.448641610745396491e-01,2.172479106686927564e-01,5.796771713674463838e-02,9.340349772740645651e-02,2.243736599866696588e-02,8.081110038635368198e-03
