2.628207612456747722e-01,3.192028286724526293e-02,1.594183617372182948e-01,7.396337402885683199e-02,3.665431103948428582e-02,6.397160243407707877e-03,1.292387543252595042e-02,7.959558823529413324e-03,4.325730292116846732e-04,4.430930682132008108e-02,3.029311497326203292e-02,5.203161440787768682e-03,4.679478609625668459e-03,6.986126526082130604e-03,3.212249848392965176e-03,1.012684652808491931e-01,7.108597285067873306e-04,2.520438683948155595e-02,0.000000000000000000e+00,2.738524311458687393e-03,6.352941176470589034e-05,3.203361344537815000e-03,1.213709677419354781e-02,2.880233174350821379e-03
3.192028286724526293e-02,5.715536444802771232e-01,5.313313926765742684e-02,1.239749802385125763e-02,2.212852758440003037e-02,9.662709628792162664e-03,3.531018964963034308e-03,4.764344262295081489e-04,2.490613731831530734e-04,3.283306395751558419e-03,1.109289617486338905e-02,4.087696492621747252e-02,3.154806259314456209e-03,7.629652541499124842e-05,1.827699847895893071e-02,2.173877316241423427e-02,4.131988230348885975e-04,2.787811429100676497e-04,8.617065994115175791e-05,2.106573170346505083e-02,2.040072859744991135e-05,2.934166016133229506e-03,8.742288031024151099e-03,1.414857480431251039e-03
1.594183617372182948e-01,5.313313926765742684e-02,2.856808454886889947e-01,2.180156351025686404e-02,5.733580847522724844e-02,2.872703834998388463e-03,3.166208539490562857e-02,5.098276869158878399e-02,8.264988238285969212e-05,3.229213285946207213e-02,1.303048003398470794e-02,2.046605459261393624e-03,1.895178419711129967e-03,2.198906718391818293e-03,2.068118315830041673e-03,9.294146581406788343e-02,3.987059669302660432e-03,5.435609060668461674e-03,4.385334291876347564e-05,6.655502133866350069e-03,6.218068535825544947e-04,1.380685358255451765e-02,1.173334338257461668e-01,6.723078218405321126e-03
7.396337402885683199e-02,1.239749802385125763e-02,2.180156351025686404e-02,6.218472370554962714e-01,6.298354441285432606e-03,1.932465842550423057e-02,9.369835984708349552e-03,4.412342767295597697e-04,1.685705728832413545e-04,7.608881802344464804e-03,4.043381932532875978e-03,9.173246889978666635e-03,2.236027730131503674e-02,1.153850717930461796e-02,4.632691434869999907e-04,3.288409703504043598e-03,8.224479922593129315e-06,2.370749387058949248e-03,0.000000000000000000e+00,1.654124404696986190e-04,0.000000000000000000e+00,1.425576519916142595e-04,1.176202069385270856e-03,5.173097625927815420e-04
3.665431103948428582e-02,2.212852758440003037e-02,5.733580847522724844e-02,6.298354441285432606e-03,5.062019140551698992e-01,4.051015588096363966e-03,5.007655116841257248e-02,6.738013698630137410e-03,2.888826763582144541e-05,8.514373914721203723e-03,1.175280199252801876e-03,5.440226902419890162e-04,2.922633872976339222e-04,8.529335745670716014e-04,1.071494139245869268e-02,1.923215573179523977e-02,2.339304531085352728e-03,6.135941490596703678e-03,4.636459430979978594e-04,2.036859608836804128e-02,5.415525114155251033e-04,1.472863666014351085e-02,2.145161290322580849e-02,4.246390225842280874e-02
6.397160243407707877e-03,9.662709628792162664e-03,2.872703834998388463e-03,1.932465842550423057e-02,4.051015588096363966e-03,6.191296076099881418e-01,3.200743745774171922e-02,4.030172413793103457e-04,1.321604503870513767e-03,7.490367492310181716e-03,9.083072100313477988e-04,7.161172717605953329e-03,4.544043887147335842e-02,3.666232921275212192e-02,1.827515108425168885e-02,6.274306455794659287e-03,1.301326259946949601e-03,3.310929281122150947e-03,3.713527851458886472e-06,1.453458241977277328e-03,3.678160919540229991e-06,2.088013136288998858e-03,1.205561735261401722e-02,9.009009009009009148e-05
1.292387543252595042e-02,3.531018964963034308e-03,3.166208539490562857e-02,9.369835984708349552e-03,5.007655116841257248e-02,3.200743745774171922e-02,6.082006920415224949e-01,1.891697303921568638e-02,1.333866880085367557e-06,3.650464880787995890e-03,1.804812834224598945e-04,1.118597218623131978e-04,6.333556149732620351e-04,2.276637069922308673e-02,2.804730139478472137e-04,3.062804068996019102e-03,1.508295625942684829e-04,1.762213359920239333e-03,0.000000000000000000e+00,5.292984245721409943e-04,4.575163398692811036e-05,8.552754435107376429e-04,2.494781783681215143e-02,6.322204557498676235e-03
7.959558823529413324e-03,4.764344262295081489e-04,5.098276869158878399e-02,4.412342767295597697e-04,6.738013698630137410e-03,4.030172413793103457e-04,1.891697303921568638e-02,6.365234374999999556e-01,1.062925170068027180e-06,1.036971830985915569e-02,9.765624999999999187e-05,7.571585903083701109e-06,3.639914772727272449e-05,3.626179245283018930e-03,1.602770618556701462e-04,6.092575187969924595e-03,1.141826923076923140e-03,4.104872881355931864e-05,0.000000000000000000e+00,1.272579479768786142e-03,2.045833333333333531e-03,1.629464285714285520e-03,5.811365927419355482e-02,2.491554054054054084e-04
4.325730292116846732e-04,2.490613731831530734e-04,8.264988238285969212e-05,1.685705728832413545e-04,2.888826763582144541e-05,1.321604503870513767e-03,1.333866880085367557e-06,1.062925170068027180e-06,6.707297885140450777e-01,1.029191019130657088e-02,4.318259121830550495e-02,1.704995654649524989e-02,5.649814471243042729e-02,1.008342959825439707e-02,6.651237814713514482e-03,1.950795355736279803e-03,6.122448979591837775e-05,8.071025020177562687e-06,0.000000000000000000e+00,3.881090008257638622e-04,0.000000000000000000e+00,1.684483317136378308e-05,6.528417818740400735e-05,0.000000000000000000e+00
4.430930682132008108e-02,3.283306395751558419e-03,3.229213285946207213e-02,7.608881802344464804e-03,8.514373914721203723e-03,7.490367492310181716e-03,3.650464880787995890e-03,1.036971830985915569e-02,1.029191019130657088e-02,4.495660032180563981e-01,3.636390311566368300e-02,3.588550391925710448e-03,1.617557618437900566e-02,6.523075560279920082e-02,5.982527467208751358e-03,4.845988209961524240e-02,7.664860960635607422e-03,2.219702395161932303e-03,7.222824124232575300e-06,9.647480257266139543e-04,2.316118935837245817e-05,8.656382740889782476e-04,1.050318037255792633e-02,1.924459670938544523e-04
