1.591312380409315164e-01,4.536923026680810822e-01,2.678625335839162624e-01,3.276768911391428896e-01,2.221568433258676034e-01,3.365818334463760997e-01,3.085979360084790679e-01,3.077354356275691649e-01,2.289822548792952994e-01,5.646696615700181887e-01,2.832053937871641947e-01,2.111546086990999660e-01,2.769240485768432181e-01
6.940154774686587702e-01,3.479758384480957645e-01,1.097819976674702380e-01,1.696302389164558999e-01,2.219132054193140302e-01,2.876687113287028641e-01,3.068765495173198521e-01,4.042171189444835888e-01,4.723295374090236698e-01,3.042815364141389645e-01,1.997939419371092540e-01,4.204181907861861967e-01,4.348385829060041341e-01
7.254968113338151614e-01,1.974305536447051035e-01,9.280566839678111579e-02,2.724067505419512925e-01,3.416838482832826873e-01,2.013069521933352757e-01,2.284942316059625500e-01,2.610941491441124418e-01,3.892370728373139022e-01,2.699094196170900850e-01,2.831072014902779044e-01,3.112334635555993878e-01,3.727041973357741456e-01
5.861705141373687589e-01,2.215757142887251618e-01,1.229472444862263064e-01,2.081540114984623824e-01,3.824318665052077737e-01,3.044749273940138834e-01,3.230173958014184166e-01,3.684370343838909156e-01,2.911584491282637743e-01,2.281920024733467833e-01,3.151143506099167158e-01,2.861330966109928431e-01,3.727473149094261418e-01
1.498049407596933336e-01,1.878074226587561346e-01,3.425078053907560371e-01,5.188365322665146051e-01,4.977403476602529908e-01,5.959537130602099442e-01,4.772061647898291348e-01,5.361598127888664855e-01,4.341040098830165617e-01,5.251883326643846939e-01,4.200262210860292722e-01,2.376741470149480728e-01,4.824349592344812643e-01
7.637583534411399588e-01,5.989796998947448659e-01,5.326663720394966273e-01,2.334835278596803232e-01,3.876587926965013864e-01,5.844461112780372503e-01,5.653426054645636079e-01,7.174410518981754192e-01,7.857606829050471919e-01,3.033125094052206983e-01,4.199481315381168867e-01,4.720297363789604517e-01,4.883023637312497445e-01
4.053353509811470912e-01,2.347076947713394868e-01,1.207049140247135055e-01,3.260282630090901579e-01,2.192186898266429429e-01,2.315577611175788086e-01,1.725312040913191958e-01,2.406995249118773217e-01,2.034194517442450834e-01,3.054918235182479958e-01,1.625740180633026832e-01,1.945733158529296125e-01,2.115618103375656867e-01
2.361899788251277665e-01,5.810491885386633859e-01,5.472945108138379533e-01,2.854428248867283968e-01,2.465834327275652771e-01,2.531505905967115222e-01,3.061872864995089927e-01,4.159213599836831809e-01,2.454382889167568416e-01,5.474328788579929661e-01,3.046128235911689242e-01,2.428914446175278741e-01,2.708891590456597442e-01
7.505197276269527373e-01,6.484534928125986752e-01,6.945185413176900857e-01,3.949555619532022499e-01,5.136510784551121533e-01,6.134684053923959990e-01,6.863417956175776879e-01,6.529373690284825393e-01,6.702828417443459363e-01,2.811690357382761185e-01,2.440917231777146590e-01,5.366070471472917935e-01,4.928000255094049931e-01
4.199171219317218706e-01,1.123322173535160062e-01,1.237681235710848121e-01,1.987811499787473790e-01,2.693189323341011465e-01,1.712916524685856867e-01,1.695912553727822181e-01,1.759568050833922870e-01,3.183150190989219031e-01,2.413180356041808028e-01,1.840690936315629578e-01,2.126887862848055588e-01,2.599285860317708252e-01
5.427360454142651225e-01,2.027576739734260891e-01,1.873977218321161708e-01,2.225454966237023213e-01,2.201151988497193346e-01,2.761760937007950445e-01,2.879934887917968145e-01,2.853887507296227755e-01,4.025915150579765234e-01,2.412060371003709458e-01,1.791801085394474913e-01,2.352634177471100985e-01,2.473955699331935321e-01
2.196432173055722636e-01,5.371756330297777771e-01,2.856990333805771720e-01,6.327700359976103917e-01,5.241754153797746341e-01,4.047374773727555608e-01,3.234139776385361875e-01,2.935872895402190652e-01,3.562399783305392753e-01,6.017463995001275379e-01,2.246674167196442140e-01,2.935857254821147566e-01,2.909359929546195822e-01
7.226816164106859564e-01,6.165496652061112082e-01,7.892376012065214219e-01,4.364623695765820766e-01,4.755056754855142565e-01,6.564632499720662873e-01,7.216496366770548399e-01,6.293795660808607639e-01,4.866517429901786596e-01,5.706826249642897864e-01,3.926724363294339937e-01,4.305012047743109749e-01,5.559106532224106223e-01
6.534975134892295756e-01,5.516623544939218693e-01,4.300022255740681976e-01,3.164028219030650124e-01,4.286633125074612582e-01,4.959153933827123995e-01,5.096259269368383915e-01,5.558471906381780014e-01,7.163396213724825268e-01,3.193486870931820931e-01,3.803067826437531718e-01,3.542042928976694149e-01,3.432851913287572887e-01
6.471792765791065660e-01,5.982919711416390118e-01,3.705829058920599439e-01,1.841465912729042809e-01,3.122811636944134439e-01,3.811745093570120813e-01,5.376987461015734215e-01,4.335924236521925823e-01,4.642339095694005824e-01,4.040068369377828872e-01,1.549240068853282859e-01,4.587638848730414831e-01,3.557078712457723557e-01
5.580516414523462032e-01,2.344063216589706566e-01,1.198934893732428592e-01,2.300150626040359525e-01,1.609629232502458596e-01,3.333599672532058245e-01,1.687143788902657204e-01,2.923504687378239431e-01,3.882522731212876832e-01,2.925482903178239780e-01,1.506195299243935359e-01,2.781936268378496502e-01,3.074555566882752888e-01
5.551306615116964327e-01,2.632988249985416251e-01,1.373194440178298059e-01,1.430251441806873469e-01,3.152720372316688557e-01,3.752521560943305468e-01,3.203611188476030991e-01,3.739323788472895260e-01,5.226900003129240080e-01,2.167905618510396482e-01,2.210378452653583015e-01,3.084241290244314482e-01,3.138857982448899908e-01
7.788973630748345922e-01,6.521194828192274917e-01,6.399090476743075628e-01,1.719881416930789941e-01,5.288707078650682902e-01,6.913203295506450408e-01,6.486030335486634435e-01,6.986444517090377726e-01,6.383846540894082544e-01,2.353018823726572006e-01,2.072374400620559387e-01,4.519172631502039739e-01,4.481819655890675325e-01
5.363339214846122305e-01,6.681617425115923270e-01,7.485626663448129436e-01,3.415808047463688157e-01,5.311606480698128907e-01,5.726329952884496866e-01,6.621109064756320883e-01,7.229913953987578967e-01,7.042703417577040881e-01,5.047735082202137180e-01,3.103719887542263356e-01,4.938459840732021267e-01,4.696341008822271790e-01
3.503148995728367354e-01,6.429689231942999905e-01,4.596666237110491049e-01,4.544719009975476953e-01,3.832315235536525311e-01,4.281426954590736855e-01,5.858988721364426500e-01,7.271644709091973358e-01,5.002093243851486459e-01,4.871864702854369900e-01,3.072765665910390798e-01,3.919717269348549915e-01,4.092512869315590440e-01
4.127327514658025720e-01,4.480654439462939398e-01,1.720893967510142564e-01,2.538924765968396668e-01,3.387254078523425083e-01,5.220152015487902197e-01,5.070309412899042245e-01,6.137259263769531126e-01,6.465563933364111282e-01,2.931510457673858761e-01,1.644492167572704500e-01,3.174331411241032019e-01,2.925904450370495624e-01
6.129177919104580319e-01,2.944459732707677690e-01,1.924417386706808730e-01,1.641202748031529157e-01,2.033142588193407596e-01,2.143510207766071707e-01,1.867283118781830620e-01,2.074694103117172284e-01,2.470317823911365174e-01,3.256763592951681385e-01,2.244809530265315101e-01,2.529799888235867433e-01,2.702572477295368536e-01
3.843171580698965251e-01,6.188126758224906654e-01,7.796197335837532494e-01,4.668815368580516156e-01,4.493246600219927278e-01,5.090070214134805315e-01,5.704810851881784162e-01,6.802003214606731074e-01,2.976682229450721140e-01,5.675614302484845997e-01,2.265980688432400469e-01,3.647364346152638936e-01,4.031404688257546609e-01
3.370595228756124162e-01,8.012444159087358519e-01,6.783967648004657347e-01,6.315298280949698251e-01,4.378156372072217195e-01,6.271383348491621490e-01,6.850468033778889243e-01,7.646548929764629410e-01,3.165075436674844589e-01,8.210557871953735321e-01,3.976855445570681158e-01,3.551303297782390511e-01,4.584960898072536484e-01
8.287280757166852752e-01,6.184842676732035249e-01,4.720372739056188371e-01,1.999618864110794259e-01,4.285213203272270621e-01,4.970440887317139067e-01,4.314272614740032319e-01,5.429190343888132819e-01,5.559265943486815242e-01,3.210643237071747480e-01,3.256655227360419347e-01,4.265699330907709030e-01,4.063561966446533891e-01
2.968076755961963076e-01,2.758397384209441694e-01,9.095181404802102354e-02,2.743740920880505252e-01,3.419407981915811856e-01,3.221734415973537269e-01,3.226637898859546216e-01,4.716324674501054526e-01,4.993438447855582663e-01,2.283375978526280548e-01,1.706307853064968350e-01,4.185585674851910465e-01,3.111847423352365749e-01
4.108878797562319773e-01,1.617425304766682281e-01,8.133791961306323370e-02,2.713414176726589577e-01,3.812540811944689079e-01,3.039716547703364413e-01,2.434413455225020173e-01,2.726012234644518140e-01,3.149069296055440614e-01,2.108896120535247998e-01,2.151803469011462355e-01,2.145153748247480008e-01,2.103486795018531530e-01
3.199017529324560960e-01,3.581680817246722937e-01,9.942659932309677595e-02,2.737373830463373237e-01,4.003286182170485707e-01,3.273977456696986477e-01,3.249884673960854453e-01,3.387904693725860561e-01,4.373459685764413130e-01,1.650547999716486525e-01,2.243552366221783778e-01,2.503166656359011033e-01,2.297135475924277637e-01
8.388899352251776298e-01,4.923630340863827115e-01,3.253686769681108926e-01,1.623074066657442527e-01,3.650484313569994921e-01,4.378996755665764962e-01,4.373874466419421791e-01,5.389489353420269246e-01,4.985631279227676904e-01,4.544253399782423597e-01,2.851359493902103637e-01,4.310325902766543038e-01,3.659324277995096852e-01
