3.540856031128404857e-01,7.989130434782608647e-01,2.408376963350785382e-01,7.857142857142856984e-01,8.040540540540540571e-01,7.432432432432432012e-01,7.692307692307692735e-01,8.615384615384615863e-01,8.156028368794325800e-01,6.652173913043478715e-01,6.796116504854369245e-01,6.047619047619047228e-01,5.410628019323671101e-01,4.883720930232557933e-01,7.068062827225131128e-01,2.878048780487804659e-01,7.661290322580645018e-01,9.009009009009009139e-01,8.805970149253731227e-01,7.368421052631578538e-01,9.342105263157894912e-01,8.617021276595744350e-01,3.988439306358381731e-01,9.306930693069307425e-01
2.774869109947644130e-01,7.422680412371134295e-01,1.551724137931034531e-01,7.383720930232557933e-01,6.792452830188678847e-01,7.972027972027971865e-01,7.478260869565217517e-01,8.888888888888888395e-01,9.041095890410958402e-01,6.334841628959275717e-01,6.090909090909091272e-01,7.574468085106382809e-01,8.064516129032257563e-01,6.372549019607842702e-01,5.736842105263157965e-01,3.144104803493449896e-01,6.013513513513513153e-01,8.317757009345794206e-01,7.021276595744680993e-01,3.563829787234042423e-01,7.199999999999999734e-01,7.387387387387387427e-01,5.434782608695651884e-01,6.700000000000000400e-01
2.772277227722772519e-01,8.988764044943819975e-01,2.836538461538461453e-01,7.931034482758620996e-01,7.515923566878981443e-01,7.750000000000000222e-01,7.894736842105263275e-01,8.196721311475410054e-01,8.951048951048951041e-01,2.294520547945205491e-01,7.463414634146341431e-01,7.638888888888888395e-01,6.538461538461538547e-01,4.728260869565217295e-01,4.869109947643979197e-01,3.285714285714285698e-01,6.888888888888888840e-01,8.938053097345132203e-01,6.408450704225352457e-01,5.934065934065934078e-01,7.567567567567567988e-01,7.477477477477477708e-01,7.007299270072993025e-01,8.686868686868687295e-01
3.294117647058823484e-01,7.611111111111110716e-01,1.673469387755102122e-01,6.666666666666666297e-01,6.213017751479289474e-01,7.062500000000000444e-01,7.619047619047618625e-01,8.437500000000000000e-01,7.636363636363636687e-01,5.227272727272727071e-01,6.555023923444975864e-01,5.170068027210884543e-01,2.801302931596091339e-01,4.848484848484848619e-01,5.093457943925233655e-01,3.081395348837209225e-01,8.540145985401459416e-01,8.230088495575220708e-01,9.040000000000000258e-01,6.290322580645161255e-01,8.243243243243243423e-01,6.837606837606837740e-01,6.282051282051281937e-01,8.529411764705882026e-01
2.881355932203389925e-01,7.513513513513513375e-01,3.107344632768361814e-01,7.884615384615384359e-01,7.658227848101265556e-01,8.150684931506849695e-01,7.570093457943924964e-01,9.032258064516128782e-01,8.441558441558441039e-01,7.545454545454545192e-01,6.545454545454545414e-01,4.193548387096774355e-01,3.630136986301369939e-01,6.173913043478260754e-01,4.913043478260869512e-01,7.152777777777777901e-01,7.352941176470588758e-01,8.660714285714286031e-01,8.914728682170542928e-01,6.882352941176470562e-01,9.411764705882352811e-01,8.404255319148936643e-01,7.463768115942028825e-01,9.134615384615384359e-01
3.080808080808080662e-01,8.029556650246305605e-01,2.041884816753926635e-01,7.514792899408283544e-01,6.190476190476190688e-01,8.085106382978722861e-01,8.247422680412370699e-01,8.813559322033898136e-01,8.531468531468531236e-01,4.500000000000000111e-01,7.457627118644067910e-01,8.461538461538461453e-01,8.546511627906976383e-01,4.938271604938271331e-01,7.902439024390244260e-01,2.897196261682242757e-01,4.896551724137930828e-01,8.846153846153845812e-01,4.204545454545454697e-01,4.690721649484536071e-01,6.931818181818182323e-01,7.387387387387387427e-01,5.031055900621117516e-01,8.584905660377358805e-01
2.916666666666666852e-01,7.202072538860103679e-01,2.743902439024390461e-01,7.456647398843930796e-01,7.027027027027027417e-01,7.876712328767123683e-01,7.628865979381442841e-01,5.166666666666667185e-01,5.828220858895705181e-01,6.588785046728972139e-01,5.742574257425742124e-01,7.698744769874477090e-01,6.601941747572815933e-01,8.165137614678898981e-01,6.313364055299539590e-01,2.222222222222222099e-01,4.143646408839778972e-01,8.035714285714286031e-01,3.505747126436781769e-01,8.381502890173410103e-01,4.351145038167938961e-01,7.900000000000000355e-01,7.045454545454545858e-01,8.000000000000000444e-01
4.234693877551020669e-01,5.654450261780105125e-01,2.522522522522522292e-01,7.658227848101265556e-01,7.567567567567567988e-01,7.847222222222222099e-01,7.155963302752293975e-01,8.524590163934425702e-01,8.205128205128204844e-01,6.066350710900474397e-01,5.387755102040816535e-01,3.125000000000000000e-01,5.530973451327433343e-01,7.031250000000000000e-01,4.355555555555555292e-01,1.111111111111111049e-01,3.720930232558139483e-01,9.166666666666666297e-01,3.005780346820809412e-01,6.956521739130434590e-01,4.873949579831932666e-01,8.018867924528302327e-01,6.484375000000000000e-01,8.090909090909090828e-01
4.711538461538461453e-01,7.439613526570048041e-01,2.616822429906541791e-01,8.108108108108108558e-01,6.835443037974683334e-01,8.529411764705882026e-01,6.696428571428570953e-01,8.000000000000000444e-01,9.416058394160583545e-01,5.627906976744185830e-01,6.965174129353234322e-01,8.225108225108225257e-01,8.965517241379310498e-01,5.544554455445545038e-01,3.303964757709251243e-01,1.631799163179916412e-01,6.762589928057554101e-01,8.879310344827586743e-01,7.293233082706767068e-01,5.833333333333333703e-01,7.088607594936708889e-01,7.830188679245283501e-01,8.151260504201680579e-01,7.757009345794392274e-01
2.692307692307692180e-01,6.943005181347150501e-01,3.121387283236994326e-01,7.740112994350282216e-01,6.999999999999999556e-01,7.349397590361446131e-01,7.812500000000000000e-01,3.483146067415730518e-01,8.768115942028985588e-01,6.558139534883721256e-01,7.157894736842105310e-01,6.639344262295081567e-01,6.510416666666666297e-01,8.490566037735849392e-01,4.307116104868913831e-01,1.975308641975308532e-01,4.355828220858895539e-01,6.893939393939394478e-01,6.137931034482758674e-01,5.714285714285713969e-01,8.524590163934425702e-01,9.352517985611510931e-02,6.417910447761193682e-01,7.727272727272727071e-01
